"","CO_CURSO","NO_IES","DROPOUT_RATE"
"642",1404095,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",0.289156626506024
"643",1419850,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",0.127659574468085
"644",1420121,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",0.18
"645",1420139,"UNIVERSIDADE SÃO JUDAS TADEU",0.227272727272727
"646",1420280,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",0.027027027027027
"647",1421452,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",0.0263157894736842
"648",1427408,"INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA",0.290909090909091
"649",1427568,"UNIVERSIDADE CRUZEIRO DO SUL",0.53
"650",1428317,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",0.0810810810810811
"651",5000075,"UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA",0.0727272727272727
"652",5000166,"FACULDADE ESAMC SANTOS",0.1
"653",5000198,"FACULDADE ESAMC CAMPINAS",0.116666666666667
"654",5000207,"FACULDADE PITÁGORAS DE UBERLÂNDIA",0.217592592592593
"655",5000232,"CENTRO UNIVERSITÁRIO UNINOVAFAPI",0.128712871287129
"656",5000252,"FACULDADES INTEGRADAS MARIA IMACULADA",0.0689655172413793
"657",5000314,"Faculdades Unificadas de Teófilo Otoni",0.205128205128205
"658",5000424,"UNIVERSIDADE PAULISTA",0.168421052631579
